1 inter1 1 a 0 被 passive 2010
1 inter1 1 a 1 警察 region1 564
1 inter1 1 a 2 围住 region2 659
1 inter1 1 a 3 的 de1 620
1 inter1 1 a 4 那个 dem 604
1 inter1 1 a 5 大使馆 NP1 643
1 inter1 1 a 6 的 de2 524
1 inter1 1 a 7 员工 NP2 4439
1 inter1 1 a 8 没有结婚。 end 2505
1 inter1 1 a ? {b} 1 5918
1 inter1 2 a 0 讨厌 region1 844
1 inter1 2 a 1 证人 region2 556
1 inter1 2 a 2 的 de1 452
1 inter1 2 a 3 那个 dem 420
1 inter1 2 a 4 律师 NP1 404
1 inter1 2 a 5 的 de2 436
1 inter1 2 a 6 法庭 - 380
1 inter1 2 a 7 规则很多。 end 4183
1 inter1 2 a ? {a } 1 6832
1 inter1 3 a 0 偷走 region1 684
1 inter1 3 a 1 美术馆 region2 572
1 inter1 3 a 2 的 de1 1251
1 inter1 3 a 3 画作 NP1 548
1 inter1 3 a 4 的 de2 412
1 inter1 3 a 5 投资人 NP2 348
1 inter1 3 a 6 住在芝加哥。 end 819
1 inter1 3 a ? {b} 1 7021
1 inter1 4 a 0 被 passive 438
1 inter1 4 a 1 法院 region1 276
1 inter1 4 a 2 传唤 region2 268
1 inter1 4 a 3 的 de1 322
1 inter1 4 a 4 明星 NP1 460
1 inter1 4 a 5 的 de2 388
1 inter1 4 a 6 电视台 NP2 699
1 inter1 4 a 7 播出了新闻。 end 516
1 inter1 4 a ? {b } 1 3403
1 inter1 5 a 0 暗杀了 region1 231
1 inter1 5 a 1 公司 region2 397
1 inter1 5 a 2 的 de1 182
1 inter1 5 a 3 客户 NP1 174
1 inter1 5 a 4 的 de2 177
1 inter1 5 a 5 总裁 NP2 222
1 inter1 5 a 6 离婚了。 end 182
1 inter1 5 a ? {a} 1 1157
1 inter1 6 a 0 有很多 region1 95
1 inter1 6 a 1 听众 region2 185
1 inter1 6 a 2 的 de1 260
1 inter1 6 a 3 那个 dem 169
1 inter1 6 a 4 主播 NP1 182
1 inter1 6 a 5 的 de2 196
1 inter1 6 a 6 电台 NP2 169
1 inter1 6 a 7 早上播流行音乐。 end 166
1 inter1 6 a ? {b} 1 2254
1 inter1 7 a 0 被 passive 188
1 inter1 7 a 1 顾客 region1 196
1 inter1 7 a 2 打伤 region2 191
1 inter1 7 a 3 的 de1 176
1 inter1 7 a 4 健身房 NP1 172
1 inter1 7 a 5 的 de2 173
1 inter1 7 a 6 健身教练 NP2 189
1 inter1 7 a 7 正在吃晚饭。 end 188
1 inter1 7 a ? {a} 1 1077
1 inter1 8 a 0 被 passive 132
1 inter1 8 a 1 家长们 region1 148
1 inter1 8 a 2 殴打 region2 156
1 inter1 8 a 3 的 de1 148
1 inter1 8 a 4 学校 NP1 148
1 inter1 8 a 5 的 de2 156
1 inter1 8 a 6 老师 NP2 172
1 inter1 8 a 7 在纽约。 end 144
1 inter1 8 a ? {b} 1 1040
1 inter1 9 a 0 被 passive 172
1 inter1 9 a 1 乘客 region1 180
1 inter1 9 a 2 刺伤 region2 124
1 inter1 9 a 3 的 de1 194
1 inter1 9 a 4 飞行员 NP1 188
1 inter1 9 a 5 的 de2 169
1 inter1 9 a 6 航空公司 NP2 159
1 inter1 9 a 7 安全飞行了15年。 end 208
1 inter1 9 a ? {a} 1 955
1 inter1 10 a 0 使唤 region1 182
1 inter1 10 a 1 航空公司 region2 196
1 inter1 10 a 2 的 de1 176
1 inter1 10 a 3 顾客 NP1 180
1 inter1 10 a 4 的 de2 148
1 inter1 10 a 5 飞行员 NP2 164
1 inter1 10 a 6 是加拿大人 end 180
1 inter1 10 a ? {b} 1 1212
1 inter1 11 a 0 经常骚扰 region1 106
1 inter1 11 a 1 邻居 region2 190
1 inter1 11 a 2 的 de1 196
1 inter1 11 a 3 保险公司 NP1 196
1 inter1 11 a 4 的 de2 180
1 inter1 11 a 5 推销员 NP2 164
1 inter1 11 a 6 喜欢打保龄球。 end 180
1 inter1 11 a ? {a} 1 973
1 inter1 12 a 0 被 passive 172
1 inter1 12 a 1 群众 region1 172
1 inter1 12 a 2 吐口水 region2 188
1 inter1 12 a 3 的 de1 196
1 inter1 12 a 4 那个 dem 172
1 inter1 12 a 5 艺术团 NP1 188
1 inter1 12 a 6 的 de2 188
1 inter1 12 a 7 演员 NP2 156
1 inter1 12 a 8 刚大学毕业 end 4429
1 inter1 12 a ? { b} 1 1193
1 inter1 13 a 0 激怒了 region1 700
1 inter1 13 a 1 研究所 region2 196
1 inter1 13 a 2 的 de1 212
1 inter1 13 a 3 老师 NP1 220
1 inter1 13 a 4 的 de2 204
1 inter1 13 a 5 学生 NP2 188
1 inter1 13 a 6 住在学校。 end 212
1 inter1 13 a ? {a} 1 1119
1 inter1 14 a 0 拥抱 region1 145
1 inter1 14 a 1 人民 region2 196
1 inter1 14 a 2 的 de1 204
1 inter1 14 a 3 总统 NP1 212
1 inter1 14 a 4 的 de2 196
1 inter1 14 a 5 国家 NP2 220
1 inter1 14 a 6 经济很差。 end 180
1 inter1 14 a ? { b} 1 1171
1 inter1 15 a 0 被 passive 108
1 inter1 15 a 1 董事会 region1 172
1 inter1 15 a 2 批准 region2 188
1 inter1 15 a 3 的 de1 180
1 inter1 15 a 4 那个 dem 180
1 inter1 15 a 5 美术馆 NP1 180
1 inter1 15 a 6 的 de2 196
1 inter1 15 a 7 投资人 NP2 180
1 inter1 15 a 8 住在芝加哥。 end 172
1 inter1 15 a ? { a} 1 1040
1 inter1 16 a 0 被 passive 162
1 inter1 16 a 1 学生 region1 172
1 inter1 16 a 2 误伤 region2 172
1 inter1 16 a 3 的 de1 172
1 inter1 16 a 4 那个 dem 164
1 inter1 16 a 5 事务所 NP1 172
1 inter1 16 a 6 的 de2 172
1 inter1 16 a 7 会计 NP2 188
1 inter1 16 a 8 没有证书。 end 1089
1 inter1 16 a ? { b} 1 1075
1 inter1 17 a 0 责骂 region1 212
1 inter1 17 a 1 公民 region2 196
1 inter1 17 a 2 的 de1 164
1 inter1 17 a 3 那个 dem 164
1 inter1 17 a 4 大使馆 NP1 164
1 inter1 17 a 5 的 de2 164
1 inter1 17 a 6 员工 NP2 180
1 inter1 17 a 7 没有结婚。 end 204
1 inter1 17 a ? {a} 1 957
1 inter1 18 a 0 被 passive 39
1 inter1 18 a 1 经理 region1 180
1 inter1 18 a 2 批评 region2 180
1 inter1 18 a 3 的 de1 156
1 inter1 18 a 4 电台 NP1 188
1 inter1 18 a 5 的 de2 196
1 inter1 18 a 6 主播 NP2 220
1 inter1 18 a 7 失去了姐姐。 end 308
1 inter1 18 a ? {   a} 1 1558
1 inter1 19 a 0 被 passive 150
1 inter1 19 a 1 经理 region1 172
1 inter1 19 a 2 解雇 region2 180
1 inter1 19 a 3 的 de1 156
1 inter1 19 a 4 那个 dem 180
1 inter1 19 a 5 主播 NP1 164
1 inter1 19 a 6 的 de2 188
1 inter1 19 a 7 电台 NP2 512
1 inter1 19 a 8 早上播流行音乐。 end 420
1 inter1 19 a ? {c} 1 1141
1 inter1 20 a 0 撕破了 region1 99
1 inter1 20 a 1 画作 region2 180
1 inter1 20 a 2 的 de1 172
1 inter1 20 a 3 那个 dem 180
1 inter1 20 a 4 美术馆 NP1 188
1 inter1 20 a 5 的 de2 180
1 inter1 20 a 6 投资人 NP2 164
1 inter1 20 a 7 住在芝加哥。 end 180
1 inter1 20 a ? { c} 1 1273
1 inter1 21 a 0 看见了 region1 131
1 inter1 21 a 1 顾客 region2 204
1 inter1 21 a 2 的 de1 212
1 inter1 21 a 3 那个 dem 204
1 inter1 21 a 4 飞行员 NP1 212
1 inter1 21 a 5 的 de2 227
1 inter1 21 a 6 航空公司 NP2 220
1 inter1 21 a 7 安全飞行了15年。 end 220
1 inter1 21 a ? { b} 1 1498
1 inter1 22 a 0 被 passive 25
1 inter1 22 a 1 协会 region1 188
1 inter1 22 a 2 批准 region2 228
1 inter1 22 a 3 的 de1 232
1 inter1 22 a 4 那个 dem 238
1 inter1 22 a 5 律师 NP1 223
1 inter1 22 a 6 的 de2 196
1 inter1 22 a 7 法庭 - 204
1 inter1 22 a 8 规则很多。 end 340
1 inter1 22 a ? { a} 1 1328
1 inter1 23 a 0 被 passive 127
1 inter1 23 a 1 家长们 region1 180
1 inter1 23 a 2 批评 region2 188
1 inter1 23 a 3 的 de1 188
1 inter1 23 a 4 那个 dem 388
1 inter1 23 a 5 老师 NP1 188
1 inter1 23 a 6 的 de2 196
1 inter1 23 a 7 学校 NP2 308
