2 inter1 1 a 0 被 passive 164701
2 inter1 1 a 1 警察 region1 294289
2 inter1 1 a 2 围住 region2 206269
2 inter1 1 a 3 的 de1 190639
2 inter1 1 a 4 那个 dem 174464
2 inter1 1 a 5 大使馆 NP1 198405
2 inter1 1 a 6 的 de2 294372
2 inter1 1 a 7 员工 NP2 166480
2 inter1 1 a 8 没有结婚。 end 166372
2 inter1 1 a ? {a} 1 471595
2 inter1 2 a 0 讨厌 region1 188377
2 inter1 2 a 1 证人 region2 174588
2 inter1 2 a 2 的 de1 214293
2 inter1 2 a 3 那个 dem 326609
2 inter1 2 a 4 律师 NP1 374554
2 inter1 2 a 5 的 de2 182217
2 inter1 2 a 6 法庭 - 198534
2 inter1 2 a 7 规则很多。 end 150628
2 inter1 2 a ? {b} 1 578035
2 inter1 3 a 0 偷走 region1 137502
2 inter1 3 a 1 美术馆 region2 174655
2 inter1 3 a 2 的 de1 198587
2 inter1 3 a 3 画作 NP1 174431
2 inter1 3 a 4 的 de2 182492
2 inter1 3 a 5 投资人 NP2 182539
2 inter1 3 a 6 住在芝加哥。 end 150156
2 inter1 3 a ? {a} 1 894610
2 inter1 4 a 0 被 passive 11280
2 inter1 4 a 1 法院 region1 214065
2 inter1 4 a 2 传唤 region2 158421
2 inter1 4 a 3 的 de1 174460
2 inter1 4 a 4 明星 NP1 174101
2 inter1 4 a 5 的 de2 182740
2 inter1 4 a 6 电视台 NP2 278612
2 inter1 4 a 7 播出了新闻。 end 358404
2 inter1 4 a ? {b} 1 5930303
2 inter1 5 a 0 暗杀了 region1 371695
2 inter1 5 a 1 公司 region2 190593
2 inter1 5 a 2 的 de1 182510
2 inter1 5 a 3 客户 NP1 182476
2 inter1 5 a 4 的 de2 182613
2 inter1 5 a 5 总裁 NP2 206487
2 inter1 5 a 6 离婚了。 end 454458
2 inter1 5 a ? {b} 1 1985537
2 inter1 6 a 0 有很多 region1 65903
2 inter1 6 a 1 听众 region2 214512
2 inter1 6 a 2 的 de1 206477
2 inter1 6 a 3 那个 dem 230482
2 inter1 6 a 4 主播 NP1 318524
2 inter1 6 a 5 的 de2 430456
2 inter1 6 a 6 电台 NP2 285892
2 inter1 6 a 7 早上播流行音乐。 end 814441
2 inter1 6 a ? {b} 1 3441106
2 inter1 7 a 0 被 passive 85770
2 inter1 7 a 1 顾客 region1 174548
2 inter1 7 a 2 打伤 region2 206431
2 inter1 7 a 3 的 de1 190612
2 inter1 7 a 4 健身房 NP1 158451
2 inter1 7 a 5 的 de2 158420
2 inter1 7 a 6 健身教练 NP2 246449
2 inter1 7 a 7 正在吃晚饭。 end 270160
2 inter1 7 a ? {b} 1 2184559
2 inter1 8 a 0 被 passive 173902
2 inter1 8 a 1 家长们 region1 175162
2 inter1 8 a 2 殴打 region2 150050
2 inter1 8 a 3 的 de1 198469
2 inter1 8 a 4 学校 NP1 230026
2 inter1 8 a 5 的 de2 246513
2 inter1 8 a 6 老师 NP2 279514
2 inter1 8 a 7 在纽约。 end 334437
2 inter1 8 a ? {b} 1 1182143
2 inter1 9 a 0 被 passive 21096
2 inter1 9 a 1 乘客 region1 166507
2 inter1 9 a 2 刺伤 region2 214446
2 inter1 9 a 3 的 de1 230378
2 inter1 9 a 4 飞行员 NP1 206486
2 inter1 9 a 5 的 de2 334414
2 inter1 9 a 6 航空公司 NP2 310460
2 inter1 9 a 7 安全飞行了15年。 end 1310497
2 inter1 9 a ? {b} 1 1612225
2 inter1 10 a 0 使唤 region1 345675
2 inter1 10 a 1 航空公司 region2 254757
2 inter1 10 a 2 的 de1 246575
2 inter1 10 a 3 顾客 NP1 198644
2 inter1 10 a 4 的 de2 238578
2 inter1 10 a 5 飞行员 NP2 198541
2 inter1 10 a 6 是加拿大人 end 806637
2 inter1 10 a ? {b} 1 1276235
2 inter1 11 a 0 经常骚扰 region1 168401
2 inter1 11 a 1 邻居 region2 238454
2 inter1 11 a 2 的 de1 182652
2 inter1 11 a 3 保险公司 NP1 190196
2 inter1 11 a 4 的 de2 182563
2 inter1 11 a 5 推销员 NP2 302634
2 inter1 11 a 6 喜欢打保龄球。 end 270155
2 inter1 11 a ? {b} 1 2040155
2 inter1 12 a 0 被 passive 325800
2 inter1 12 a 1 群众 region1 278475
2 inter1 12 a 2 吐口水 region2 390544
2 inter1 12 a 3 的 de1 222605
2 inter1 12 a 4 那个 dem 342405
2 inter1 12 a 5 艺术团 NP1 262484
2 inter1 12 a 6 的 de2 526448
2 inter1 12 a 7 演员 NP2 230555
2 inter1 12 a 8 刚大学毕业 end 421916
2 inter1 12 a ? {b} 1 860129
2 inter1 13 a 0 激怒了 region1 48330
2 inter1 13 a 1 研究所 region2 326543
2 inter1 13 a 2 的 de1 350521
2 inter1 13 a 3 老师 NP1 206428
2 inter1 13 a 4 的 de2 446747
2 inter1 13 a 5 学生 NP2 438473
2 inter1 13 a 6 住在学校。 end 397834
2 inter1 13 a ? {b} 1 390132
2 inter1 14 a 0 拥抱 region1 148913
2 inter1 14 a 1 人民 region2 118547
2 inter1 14 a 2 的 de1 238337
2 inter1 14 a 3 总统 NP1 214797
2 inter1 14 a 4 的 de2 166381
2 inter1 14 a 5 国家 NP2 206503
2 inter1 14 a 6 经济很差。 end 182547
2 inter1 14 a ? {} 1 1112461
2 inter1 15 a 0 被 passive 254578
2 inter1 15 a 1 董事会 region1 182256
2 inter1 15 a 2 批准 region2 166354
2 inter1 15 a 3 的 de1 126571
2 inter1 15 a 4 那个 dem 182429
2 inter1 15 a 5 美术馆 NP1 174313
2 inter1 15 a 6 的 de2 550197
2 inter1 15 a 7 投资人 NP2 214632
2 inter1 15 a 8 住在芝加哥。 end 118345
2 inter1 15 a ? {} 1 427138
2 inter1 16 a 0 被 passive 208993
2 inter1 16 a 1 学生 region1 166404
2 inter1 16 a 2 误伤 region2 190551
2 inter1 16 a 3 的 de1 190323
2 inter1 16 a 4 那个 dem 150454
2 inter1 16 a 5 事务所 NP1 174386
2 inter1 16 a 6 的 de2 166514
2 inter1 16 a 7 会计 NP2 142301
2 inter1 16 a 8 没有证书。 end 158390
2 inter1 16 a ? {} 1 41002
2 inter1 17 a 0 责骂 region1 238524
2 inter1 17 a 1 公民 region2 174565
2 inter1 17 a 2 的 de1 174494
2 inter1 17 a 3 那个 dem 206497
2 inter1 17 a 4 大使馆 NP1 158459
2 inter1 17 a 5 的 de2 190368
2 inter1 17 a 6 员工 NP2 206497
2 inter1 17 a 7 没有结婚。 end 150456
2 inter1 17 a ? {} 1 122486
2 inter1 18 a 0 被 passive 37303869
2 inter1 18 a 1 经理 region1 180328
2 inter1 18 a 2 批评 region2 166600
2 inter1 18 a 3 的 de1 158427
2 inter1 18 a 4 电台 NP1 166411
2 inter1 18 a 5 的 de2 158375
2 inter1 18 a 6 主播 NP2 157794
2 inter1 18 a 7 失去了姐姐。 end 198828
2 inter1 18 a ? {b} 1 1967558
2 inter1 19 a 0 被 passive 155563
2 inter1 19 a 1 经理 region1 222266
2 inter1 19 a 2 解雇 region2 182594
2 inter1 19 a 3 的 de1 190432
2 inter1 19 a 4 那个 dem 182422
2 inter1 19 a 5 主播 NP1 238390
2 inter1 19 a 6 的 de2 374433
2 inter1 19 a 7 电台 NP2 230542
2 inter1 19 a 8 早上播流行音乐。 end 262425
2 inter1 19 a ? {b} 1 1372045
2 inter1 20 a 0 撕破了 region1 196463
2 inter1 20 a 1 画作 region2 166475
2 inter1 20 a 2 的 de1 190495
2 inter1 20 a 3 那个 dem 166556
2 inter1 20 a 4 美术馆 NP1 189858
2 inter1 20 a 5 的 de2 182463
2 inter1 20 a 6 投资人 NP2 182481
2 inter1 20 a 7 住在芝加哥。 end 238286
2 inter1 20 a ? {b} 1 1301474
2 inter1 21 a 0 看见了 region1 176081
2 inter1 21 a 1 顾客 region2 199168
2 inter1 21 a 2 的 de1 214438
2 inter1 21 a 3 那个 dem 198446
2 inter1 21 a 4 飞行员 NP1 206346
2 inter1 21 a 5 的 de2 206545
2 inter1 21 a 6 航空公司 NP2 230464
2 inter1 21 a 7 安全飞行了15年。 end 525745
2 inter1 21 a ? {b} 1 745467
2 inter1 22 a 0 被 passive 169189
2 inter1 22 a 1 协会 region1 174505
2 inter1 22 a 2 批准 region2 206508
2 inter1 22 a 3 的 de1 206519
2 inter1 22 a 4 那个 dem 182500
2 inter1 22 a 5 律师 NP1 166389
2 inter1 22 a 6 的 de2 174473
2 inter1 22 a 7 法庭 - 182383
2 inter1 22 a 8 规则很多。 end 181868
2 inter1 22 a ? {b} 1 294506
2 inter1 23 a 0 被 passive 113529
2 inter1 23 a 1 家长们 region1 190449
2 inter1 23 a 2 批评 region2 309995
2 inter1 23 a 3 的 de1 238734
2 inter1 23 a 4 那个 dem 206548
2 inter1 23 a 5 老师 NP1 246394
2 inter1 23 a 6 的 de2 302122
2 inter1 23 a 7 学校 NP2 278854
2 inter1 23 a 8 正在放暑假。 end 1222462
2 inter1 23 a ? {b} 1 794519
2 inter1 24 a 0 拥抱 region1 73680
2 inter1 24 a 1 国家 region2 206556
2 inter1 24 a 2 的 de1 206475
2 inter1 24 a 3 总统 NP1 1302432
2 inter1 24 a 4 的 de2 238574
2 inter1 24 a 5 人民 NP2 270556
2 inter1 24 a 6 60岁了。 end 262525
2 inter1 24 a ? {b} 1 1328764
2 inter1 25 a 0 被 passive 194700
2 inter1 25 a 1 董事会 region1 254544
2 inter1 25 a 2 开除 region2 158366
2 inter1 25 a 3 的 de1 214570
2 inter1 25 a 4 美术馆 NP1 198411
2 inter1 25 a 5 的 de2 390577
2 inter1 25 a 6 投资人 NP2 526355
2 inter1 25 a 7 住在芝加哥。 end 518537
2 inter1 25 a ? {b} 1 951175
2 inter1 26 a 0 被 passive 159401
2 inter1 26 a 1 军队 region1 190383
2 inter1 26 a 2 处死 region2 174491
2 inter1 26 a 3 的 de1 198396
2 inter1 26 a 4 那个 dem 230433
2 inter1 26 a 5 总统 NP1 270539
2 inter1 26 a 6 的 de2 406321
2 inter1 26 a 7 国家 NP2 230443
2 inter1 26 a 8 经济很差。 end 2014643
2 inter1 26 a ? {b} 1 2409797
2 inter1 27 a 0 被 passive 40909
2 inter1 27 a 1 乘客 region1 198002
2 inter1 27 a 2 刺伤 region2 182101
2 inter1 27 a 3 的 de1 190481
2 inter1 27 a 4 航空公司 NP1 174710
2 inter1 27 a 5 的 de2 358255
2 inter1 27 a 6 飞行员 NP2 646236
2 inter1 27 a 7 是加拿大人 end 350809
2 inter1 27 a ? {b} 1 736851
2 inter1 28 a 0 被 passive 122505
2 inter1 28 a 1 政府 region1 270431
2 inter1 28 a 2 关押 region2 222422
2 inter1 28 a 3 的 de1 1070429
2 inter1 28 a 4 那个 dem 253950
2 inter1 28 a 5 总裁 NP1 222555
2 inter1 28 a 6 的 de2 334371
2 inter1 28 a 7 公司 NP2 390435
2 inter1 28 a 8 做服装生意。 end 566304
2 inter1 28 a ? {b} 1 2582485
2 inter1 29 a 0 吸引了 region1 132708
2 inter1 29 a 1 客户 region2 430325
2 inter1 29 a 2 的 de1 662365
2 inter1 29 a 3 那个 dem 198446
2 inter1 29 a 4 总裁 NP1 422657
2 inter1 29 a 5 的 de2 342440
2 inter1 29 a 6 公司 NP2 318460
2 inter1 29 a 7 做服装生意。 end 1342268
2 inter1 29 a ? {b} 1 1706306
2 inter1 30 a 0 灌醉了 region1 317359
2 inter1 30 a 1 艺术团 region2 278707
2 inter1 30 a 2 的 de1 190516
2 inter1 30 a 3 领导 NP1 222743
2 inter1 30 a 4 的 de2 190498
