15 inter1 1 a 0 激怒了 region1 54551
15 inter1 1 a 1 老师 region2 79494
15 inter1 1 a 2 的 de1 79021
15 inter1 1 a 3 那个 dem 79684
15 inter1 1 a 4 学生 NP1 78143
15 inter1 1 a 5 的 de2 79377
15 inter1 1 a 6 研究所 NP2 78548
15 inter1 1 a 7 有三层楼。 end 78767
15 inter1 1 a ? {B} 1 2374420
15 inter1 2 a 0 嫁给了 region1 69581
15 inter1 2 a 1 电视台 region2 79449
15 inter1 2 a 2 的 de1 79795
15 inter1 2 a 3 老板 NP1 79194
15 inter1 2 a 4 的 de2 81089
15 inter1 2 a 5 明星 NP2 79762
15 inter1 2 a 6 没读过大学。 end 80107
15 inter1 2 a ? {A} 1 1786850
15 inter1 3 a 0 被 passive 79176
15 inter1 3 a 1 家长们 region1 79895
15 inter1 3 a 2 殴打 region2 78281
15 inter1 3 a 3 的 de1 78363
15 inter1 3 a 4 那个 dem 79149
15 inter1 3 a 5 老师 NP1 78345
15 inter1 3 a 6 的 de2 79557
15 inter1 3 a 7 学校 NP2 78898
15 inter1 3 a 8 正在放暑假。 end 453831
15 inter1 3 a ? {B} 1 1544051
15 inter1 4 a 0 赶走 region1 74162
15 inter1 4 a 1 大使馆 region2 78937
15 inter1 4 a 2 的 de1 80090
15 inter1 4 a 3 公民 NP1 78544
15 inter1 4 a 4 的 de2 79804
15 inter1 4 a 5 员工 NP2 80922
15 inter1 4 a 6 没有结婚。 end 80009
15 inter1 4 a ? {A} 1 2776443
15 inter1 5 a 0 责骂 region1 74601
15 inter1 5 a 1 大使馆 region2 79079
15 inter1 5 a 2 的 de1 79437
15 inter1 5 a 3 员工 NP1 79963
15 inter1 5 a 4 的 de2 78774
15 inter1 5 a 5 公民 NP2 78814
15 inter1 5 a 6 今天不上班。 end 80528
15 inter1 5 a ? {A} 1 1329440
15 inter1 6 a 0 撕破了 region1 41291
15 inter1 6 a 1 美术馆 region2 78881
15 inter1 6 a 2 的 de1 79954
15 inter1 6 a 3 画作 NP1 78703
15 inter1 6 a 4 的 de2 78820
15 inter1 6 a 5 投资人 NP2 79259
15 inter1 6 a 6 住在芝加哥。 end 79631
15 inter1 6 a ? {C} 1 2129072
15 inter1 7 a 0 被 passive 26429
15 inter1 7 a 1 医院 region1 77077
15 inter1 7 a 2 抢救 region2 79234
15 inter1 7 a 3 的 de1 78531
15 inter1 7 a 4 那个 dem 79374
15 inter1 7 a 5 推销员 NP1 78754
15 inter1 7 a 6 的 de2 79944
15 inter1 7 a 7 保险公司 NP2 586769
15 inter1 7 a 8 有20年历史。 end 495021
15 inter1 7 a ? {B} 1 2815212
15 inter1 8 a 0 拥抱了 region1 65520
15 inter1 8 a 1 学生 region2 80866
15 inter1 8 a 2 的 de1 79771
15 inter1 8 a 3 老师 NP1 79543
15 inter1 8 a 4 的 de2 78774
15 inter1 8 a 5 学校 NP2 79897
15 inter1 8 a 6 正在放暑假。 end 80725
15 inter1 8 a ? {B} 1 2605258
15 inter1 9 a 0 嫁给了 region1 496512
15 inter1 9 a 1 电视台 region2 78897
15 inter1 9 a 2 的 de1 79636
15 inter1 9 a 3 明星 NP1 80810
15 inter1 9 a 4 的 de2 79380
15 inter1 9 a 5 老板 NP2 78762
15 inter1 9 a 6 播出了新闻。 end 79524
15 inter1 9 a ? {B} 1 2919019
15 inter1 10 a 0 激怒了 region1 52644
15 inter1 10 a 1 研究所 region2 79702
15 inter1 10 a 2 的 de1 78366
15 inter1 10 a 3 老师 NP1 82342
15 inter1 10 a 4 的 de2 80043
15 inter1 10 a 5 学生 NP2 78446
15 inter1 10 a 6 住在学校。 end 79940
15 inter1 10 a ? {B} 1 2615852
15 inter1 11 a 0 被 passive 13254
15 inter1 11 a 1 医院 region1 78884
15 inter1 11 a 2 抢救 region2 78746
15 inter1 11 a 3 的 de1 79914
15 inter1 11 a 4 那个 dem 80636
15 inter1 11 a 5 保险公司 NP1 78942
